Country;Year;Series;Value
Albania;2017;GDP in constant 2010 prices (millions of US dollars);13,988
Albania;1985;GDP real rates of growth (percent);1.8
Albania;1995;GDP real rates of growth (percent);13.3
Albania;2005;GDP real rates of growth (percent);5.5
Albania;2010;GDP real rates of growth (percent);3.7
Albania;2015;GDP real rates of growth (percent);2.2
Albania;2016;GDP real rates of growth (percent);3.4
Albania;2017;GDP real rates of growth (percent);3.8
Algeria;1985;GDP in current prices (millions of US dollars);57,866
Algeria;1995;GDP in current prices (millions of US dollars);41,971
Algeria;2005;GDP in current prices (millions of US dollars);103,198
Algeria;2010;GDP in current prices (millions of US dollars);161,207
Algeria;2015;GDP in current prices (millions of US dollars);165,979
Algeria;2016;GDP in current prices (millions of US dollars);160,130
Algeria;2017;GDP in current prices (millions of US dollars);167,555
Algeria;1985;GDP per capita (US dollars);2,564
Algeria;1995;GDP per capita (US dollars);1,452
Algeria;2005;GDP per capita (US dollars);3,100
Algeria;2010;GDP per capita (US dollars);4,463
Algeria;2015;GDP per capita (US dollars);4,163
Algeria;2016;GDP per capita (US dollars);3,943
Algeria;2017;GDP per capita (US dollars);4,055
Algeria;1985;GDP in constant 2010 prices (millions of US dollars);88,592
Algeria;1995;GDP in constant 2010 prices (millions of US dollars);93,203
Algeria;2005;GDP in constant 2010 prices (millions of US dollars);142,230
Algeria;2010;GDP in constant 2010 prices (millions of US dollars);161,207
Algeria;2015;GDP in constant 2010 prices (millions of US dollars);189,797
Algeria;2016;GDP in constant 2010 prices (millions of US dollars);195,871
Algeria;2017;GDP in constant 2010 prices (millions of US dollars);198,613
Algeria;1985;GDP real rates of growth (percent);3.7
Algeria;1995;GDP real rates of growth (percent);3.8
Algeria;2005;GDP real rates of growth (percent);5.9
Algeria;2010;GDP real rates of growth (percent);3.6
Algeria;2015;GDP real rates of growth (percent);3.7
Algeria;2016;GDP real rates of growth (percent);3.2
Algeria;2017;GDP real rates of growth (percent);1.4
Andorra;1985;GDP in current prices (millions of US dollars);439
Andorra;1995;GDP in current prices (millions of US dollars);1,491
Andorra;2005;GDP in current prices (millions of US dollars);3,256
Andorra;2010;GDP in current prices (millions of US dollars);3,355
Andorra;2015;GDP in current prices (millions of US dollars);2,812
Andorra;2016;GDP in current prices (millions of US dollars);2,877
Andorra;2017;GDP in current prices (millions of US dollars);3,013
Andorra;1985;GDP per capita (US dollars);9,837
Andorra;1995;GDP per capita (US dollars);23,359
Andorra;2005;GDP per capita (US dollars);41,281
Andorra;2010;GDP per capita (US dollars);39,734
Andorra;2015;GDP per capita (US dollars);36,040
Andorra;2016;GDP per capita (US dollars);37,230
Andorra;2017;GDP per capita (US dollars);39,153
Andorra;1985;GDP in constant 2010 prices (millions of US dollars);1,602
Andorra;1995;GDP in constant 2010 prices (millions of US dollars);2,151
Andorra;2005;GDP in constant 2010 prices (millions of US dollars);3,851
Andorra;2010;GDP in constant 2010 prices (millions of US dollars);3,355
Andorra;2015;GDP in constant 2010 prices (millions of US dollars);3,258
Andorra;2016;GDP in constant 2010 prices (millions of US dollars);3,320
Andorra;2017;GDP in constant 2010 prices (millions of US dollars);3,377
Andorra;1985;GDP real rates of growth (percent);2.3
Andorra;1995;GDP real rates of growth (percent);2.8
Andorra;2005;GDP real rates of growth (percent);7.4
Andorra;2010;GDP real rates of growth (percent);-5.4
Andorra;2015;GDP real rates of growth (percent);0.8
Andorra;2016;GDP real rates of growth (percent);1.9
Andorra;2017;GDP real rates of growth (percent);1.7
Angola;1985;GDP in current prices (millions of US dollars);9,109
Angola;1995;GDP in current prices (millions of US dollars);6,642
Angola;2005;GDP in current prices (millions of US dollars);36,971
Angola;2010;GDP in current prices (millions of US dollars);83,799
Angola;2015;GDP in current prices (millions of US dollars);116,194
Angola;2016;GDP in current prices (millions of US dollars);101,124
Angola;2017;GDP in current prices (millions of US dollars);126,506
Angola;1985;GDP per capita (US dollars);859
Angola;1995;GDP per capita (US dollars);466
Angola;2005;GDP per capita (US dollars);1,891
Angola;2010;GDP per capita (US dollars);3,586
Angola;2015;GDP per capita (US dollars);4,171
Angola;2016;GDP per capita (US dollars);3,510
Angola;2017;GDP per capita (US dollars);4,247
Angola;1985;GDP in constant 2010 prices (millions of US dollars);27,369
Angola;1995;GDP in constant 2010 prices (millions of US dollars);26,858
Angola;2005;GDP in constant 2010 prices (millions of US dollars);55,997
Angola;2010;GDP in constant 2010 prices (millions of US dollars);83,799
Angola;2015;GDP in constant 2010 prices (millions of US dollars);104,520
Angola;2016;GDP in constant 2010 prices (millions of US dollars);101,823
Angola;2017;GDP in constant 2010 prices (millions of US dollars);99,277
Angola;1985;GDP real rates of growth (percent);3.5
Angola;1995;GDP real rates of growth (percent);15.0
Angola;2005;GDP real rates of growth (percent);15.0
Angola;2010;GDP real rates of growth (percent);4.9
Angola;2015;GDP real rates of growth (percent);0.9
Angola;2016;GDP real rates of growth (percent);-2.6
Angola;2017;GDP real rates of growth (percent);-2.5
Anguilla;1985;GDP in current prices (millions of US dollars);27
Anguilla;1995;GDP in current prices (millions of US dollars);104
Anguilla;2005;GDP in current prices (millions of US dollars);229
Anguilla;2010;GDP in current prices (millions of US dollars);268
Anguilla;2015;GDP in current prices (millions of US dollars);331
Anguilla;2016;GDP in current prices (millions of US dollars);317
Anguilla;2017;GDP in current prices (millions of US dollars);281
Anguilla;1985;GDP per capita (US dollars);4,072
Anguilla;1995;GDP per capita (US dollars);10,583
Anguilla;2005;GDP per capita (US dollars);18,129
Anguilla;2010;GDP per capita (US dollars);19,459
Anguilla;2015;GDP per capita (US dollars);22,622
Anguilla;2016;GDP per capita (US dollars);21,480
Anguilla;2017;GDP per capita (US dollars);18,861
Anguilla;1985;GDP in constant 2010 prices (millions of US dollars);62
Anguilla;1995;GDP in constant 2010 prices (millions of US dollars);145
Anguilla;2005;GDP in constant 2010 prices (millions of US dollars);256
Anguilla;2010;GDP in constant 2010 prices (millions of US dollars);268
Anguilla;2015;GDP in constant 2010 prices (millions of US dollars);281
Anguilla;2016;GDP in constant 2010 prices (millions of US dollars);277
Anguilla;2017;GDP in constant 2010 prices (millions of US dollars);256
Anguilla;1985;GDP real rates of growth (percent);12.9
Anguilla;1995;GDP real rates of growth (percent);-2.3
Anguilla;2005;GDP real rates of growth (percent);13.1
Anguilla;2010;GDP real rates of growth (percent);-4.5
Anguilla;2015;GDP real rates of growth (percent);3.1
Anguilla;2016;GDP real rates of growth (percent);-1.3
Anguilla;2017;GDP real rates of growth (percent);-7.7
Antigua and Barbuda;1985;GDP in current prices (millions of US dollars);245
Antigua and Barbuda;1995;GDP in current prices (millions of US dollars);577
Antigua and Barbuda;2005;GDP in current prices (millions of US dollars);1,022
Antigua and Barbuda;2010;GDP in current prices (millions of US dollars);1,152
Antigua and Barbuda;2015;GDP in current prices (millions of US dollars);1,359
Antigua and Barbuda;2016;GDP in current prices (millions of US dollars);1,465
Antigua and Barbuda;2017;GDP in current prices (millions of US dollars);1,510
Antigua and Barbuda;1985;GDP per capita (US dollars);3,508
Antigua and Barbuda;1995;GDP per capita (US dollars);7,841
Antigua and Barbuda;2005;GDP per capita (US dollars);11,453
Antigua and Barbuda;2010;GDP per capita (US dollars);12,175
Antigua and Barbuda;2015;GDP per capita (US dollars);13,602
Antigua and Barbuda;2016;GDP per capita (US dollars);14,507
Antigua and Barbuda;2017;GDP per capita (US dollars);14,803
Antigua and Barbuda;1985;GDP in constant 2010 prices (millions of US dollars);504
Antigua and Barbuda;1995;GDP in constant 2010 prices (millions of US dollars);769
Antigua and Barbuda;2005;GDP in constant 2010 prices (millions of US dollars);1,148
Antigua and Barbuda;2010;GDP in constant 2010 prices (millions of US dollars);1,152
Antigua and Barbuda;2015;GDP in constant 2010 prices (millions of US dollars);1,270
Antigua and Barbuda;2016;GDP in constant 2010 prices (millions of US dollars);1,341
Antigua and Barbuda;2017;GDP in constant 2010 prices (millions of US dollars);1,382
Antigua and Barbuda;1985;GDP real rates of growth (percent);7.7
Antigua and Barbuda;1995;GDP real rates of growth (percent);-4.4
Antigua and Barbuda;2005;GDP real rates of growth (percent);6.4
Antigua and Barbuda;2010;GDP real rates of growth (percent);-7.2
Antigua and Barbuda;2015;GDP real rates of growth (percent);4.0
Antigua and Barbuda;2016;GDP real rates of growth (percent);5.6
Antigua and Barbuda;2017;GDP real rates of growth (percent);3.0
Argentina;1985;GDP in current prices (millions of US dollars);95,530
Argentina;1995;GDP in current prices (millions of US dollars);279,701
Argentina;2005;GDP in current prices (millions of US dollars);200,622
Argentina;2010;GDP in current prices (millions of US dollars);426,487
Argentina;2015;GDP in current prices (millions of US dollars);644,903
Argentina;2016;GDP in current prices (millions of US dollars);554,862
Argentina;2017;GDP in current prices (millions of US dollars);637,486
Argentina;1985;GDP per capita (US dollars);3,144
Argentina;1995;GDP per capita (US dollars);7,993
Argentina;2005;GDP per capita (US dollars);5,125
Argentina;2010;GDP per capita (US dollars);10,346
Argentina;2015;GDP per capita (US dollars);14,853
Argentina;2016;GDP per capita (US dollars);12,654
Argentina;2017;GDP per capita (US dollars);14,400
Argentina;1985;GDP in constant 2010 prices (millions of US dollars);204,283
Argentina;1995;GDP in constant 2010 prices (millions of US dollars);268,814
Argentina;2005;GDP in constant 2010 prices (millions of US dollars);335,871
Argentina;2010;GDP in constant 2010 prices (millions of US dollars);426,487
Argentina;2015;GDP in constant 2010 prices (millions of US dollars);458,903
Argentina;2016;GDP in constant 2010 prices (millions of US dollars);450,539
Argentina;2017;GDP in constant 2010 prices (millions of US dollars);463,442
Argentina;1985;GDP real rates of growth (percent);-7.0
Argentina;1995;GDP real rates of growth (percent);-2.8
Argentina;2005;GDP real rates of growth (percent);8.9
Argentina;2010;GDP real rates of growth (percent);10.1
Argentina;2015;GDP real rates of growth (percent);2.7
Argentina;2016;GDP real rates of growth (percent);-1.8
Argentina;2017;GDP real rates of growth (percent);2.9
Armenia;1995;GDP in current prices (millions of US dollars);1,372
Armenia;2005;GDP in current prices (millions of US dollars);5,226
Armenia;2010;GDP in current prices (millions of US dollars);9,875
Armenia;2015;GDP in current prices (millions of US dollars);10,553
Armenia;2016;GDP in current prices (millions of US dollars);10,546
Armenia;2017;GDP in current prices (millions of US dollars);11,537
Armenia;1995;GDP per capita (US dollars);426
Armenia;2005;GDP per capita (US dollars);1,753
Armenia;2010;GDP per capita (US dollars);3,432
Armenia;2015;GDP per capita (US dollars);3,618
Armenia;2016;GDP per capita (US dollars);3,606
Armenia;2017;GDP per capita (US dollars);3,937
Armenia;1995;GDP in constant 2010 prices (millions of US dollars);3,520
Armenia;2005;GDP in constant 2010 prices (millions of US dollars);8,172
Armenia;2010;GDP in constant 2010 prices (millions of US dollars);9,875
Armenia;2015;GDP in constant 2010 prices (millions of US dollars);12,236
Armenia;2016;GDP in constant 2010 prices (millions of US dollars);12,257
Armenia;2017;GDP in constant 2010 prices (millions of US dollars);13,175
Armenia;1995;GDP real rates of growth (percent);6.9
Armenia;2005;GDP real rates of growth (percent);13.9
Armenia;2010;GDP real rates of growth (percent);2.2
Armenia;2015;GDP real rates of growth (percent);3.2
Armenia;2016;GDP real rates of growth (percent);0.2
Armenia;2017;GDP real rates of growth (percent);7.5
Aruba;1985;GDP in current prices (millions of US dollars);385
Aruba;1995;GDP in current prices (millions of US dollars);1,321
Aruba;2005;GDP in current prices (millions of US dollars);2,331
Aruba;2010;GDP in current prices (millions of US dollars);2,391
Aruba;2015;GDP in current prices (millions of US dollars);2,692
Aruba;2016;GDP in current prices (millions of US dollars);2,647
Aruba;2017;GDP in current prices (millions of US dollars);2,701
Aruba;1985;GDP per capita (US dollars);6,108
Aruba;1995;GDP per capita (US dollars);16,442
Aruba;2005;GDP per capita (US dollars);23,303
Aruba;2010;GDP per capita (US dollars);23,513
Aruba;2015;GDP per capita (US dollars);25,796
Aruba;2016;GDP per capita (US dollars);25,252
Aruba;2017;GDP per capita (US dollars);25,655
Aruba;1985;GDP in constant 2010 prices (millions of US dollars);881
Aruba;1995;GDP in constant 2010 prices (millions of US dollars);2,099
Aruba;2005;GDP in constant 2010 prices (millions of US dollars);2,702
Aruba;2010;GDP in constant 2010 prices (millions of US dollars);2,391
Aruba;2015;GDP in constant 2010 prices (millions of US dollars);2,554
Aruba;2016;GDP in constant 2010 prices (millions of US dollars);2,548
Aruba;2017;GDP in constant 2010 prices (millions of US dollars);2,582
Aruba;1985;GDP real rates of growth (percent);9.1
Aruba;1995;GDP real rates of growth (percent);2.5
Aruba;2005;GDP real rates of growth (percent);1.2
Aruba;2010;GDP real rates of growth (percent);-3.4
Aruba;2015;GDP real rates of growth (percent);-0.5
Aruba;2016;GDP real rates of growth (percent);-0.2
Aruba;2017;GDP real rates of growth (percent);1.3
Australia;1985;GDP in current prices (millions of US dollars);182,212
Australia;1995;GDP in current prices (millions of US dollars);391,094
Australia;2005;GDP in current prices (millions of US dollars);760,397
Australia;2010;GDP in current prices (millions of US dollars);1,297,259
Australia;2015;GDP in current prices (millions of US dollars);1,246,800
Australia;2016;GDP in current prices (millions of US dollars);1,304,420
Australia;2017;GDP in current prices (millions of US dollars);1,408,676
Australia;1985;GDP per capita (US dollars);11,584
Australia;1995;GDP per capita (US dollars);21,635
Australia;2005;GDP per capita (US dollars);37,571
Australia;2010;GDP per capita (US dollars);58,646
Australia;2015;GDP per capita (US dollars);52,388
Australia;2016;GDP per capita (US dollars);54,067
Australia;2017;GDP per capita (US dollars);57,613
Australia;1985;GDP in constant 2010 prices (millions of US dollars);577,296
Australia;1995;GDP in constant 2010 prices (millions of US dollars);791,349
Australia;2005;GDP in constant 2010 prices (millions of US dollars);1,131,642
Australia;2010;GDP in constant 2010 prices (millions of US dollars);1,297,259
Australia;2015;GDP in constant 2010 prices (millions of US dollars);1,493,121
Australia;2016;GDP in constant 2010 prices (millions of US dollars);1,522,350
Australia;2017;GDP in constant 2010 prices (millions of US dollars);1,567,225
Australia;1985;GDP real rates of growth (percent);3.9
Australia;1995;GDP real rates of growth (percent);3.9
Australia;2005;GDP real rates of growth (percent);2.8
Australia;2010;GDP real rates of growth (percent);2.5
Australia;2015;GDP real rates of growth (percent);2.8
Australia;2016;GDP real rates of growth (percent);2.0
Australia;2017;GDP real rates of growth (percent);2.9
Austria;1985;GDP in current prices (millions of US dollars);69,388
Austria;1995;GDP in current prices (millions of US dollars);241,054
Austria;2005;GDP in current prices (millions of US dollars);315,967
Austria;2010;GDP in current prices (millions of US dollars);391,893
Austria;2015;GDP in current prices (millions of US dollars);381,806
Austria;2016;GDP in current prices (millions of US dollars);394,053
Austria;2017;GDP in current prices (millions of US dollars);416,836
Austria;1985;GDP per capita (US dollars);9,112
Austria;1995;GDP per capita (US dollars);30,169
Austria;2005;GDP per capita (US dollars);38,282
Austria;2010;GDP per capita (US dollars);46,599
Austria;2015;GDP per capita (US dollars);43,994
Austria;2016;GDP per capita (US dollars);45,230
Austria;2017;GDP per capita (US dollars);47,718
Austria;1985;GDP in constant 2010 prices (millions of US dollars);224,101
Austria;1995;GDP in constant 2010 prices (millions of US dollars);290,414
Austria;2005;GDP in constant 2010 prices (millions of US dollars);367,273
Austria;2010;GDP in constant 2010 prices (millions of US dollars);391,893
Austria;2015;GDP in constant 2010 prices (millions of US dollars);413,555
Austria;2016;GDP in constant 2010 prices (millions of US dollars);421,989
Austria;2017;GDP in constant 2010 prices (millions of US dollars);432,754
Austria;1985;GDP real rates of growth (percent);2.5
Austria;1995;GDP real rates of growth (percent);2.7
Austria;2005;GDP real rates of growth (percent);2.2
Austria;2010;GDP real rates of growth (percent);1.8
Austria;2015;GDP real rates of growth (percent);1.1
Austria;2016;GDP real rates of growth (percent);2.0
Austria;2017;GDP real rates of growth (percent);2.6
Azerbaijan;1995;GDP in current prices (millions of US dollars);3,081
Azerbaijan;2005;GDP in current prices (millions of US dollars);13,245
Azerbaijan;2010;GDP in current prices (millions of US dollars);52,906
Azerbaijan;2015;GDP in current prices (millions of US dollars);53,076
Azerbaijan;2016;GDP in current prices (millions of US dollars);37,867
Azerbaijan;2017;GDP in current prices (millions of US dollars);40,749
Azerbaijan;1995;GDP per capita (US dollars);396
Azerbaijan;2005;GDP per capita (US dollars);1,551
Azerbaijan;2010;GDP per capita (US dollars);5,857
Azerbaijan;2015;GDP per capita (US dollars);5,519
Azerbaijan;2016;GDP per capita (US dollars);3,894
Azerbaijan;2017;GDP per capita (US dollars);4,146
Azerbaijan;1995;GDP in constant 2010 prices (millions of US dollars);9,499
Azerbaijan;2005;GDP in constant 2010 prices (millions of US dollars);24,742
Azerbaijan;2010;GDP in constant 2010 prices (millions of US dollars);52,906
Azerbaijan;2015;GDP in constant 2010 prices (millions of US dollars);58,515
Azerbaijan;2016;GDP in constant 2010 prices (millions of US dollars);56,722
Azerbaijan;2017;GDP in constant 2010 prices (millions of US dollars);56,782
Azerbaijan;1995;GDP real rates of growth (percent);-11.8
Azerbaijan;2005;GDP real rates of growth (percent);28.0
Azerbaijan;2010;GDP real rates of growth (percent);4.8
Azerbaijan;2015;GDP real rates of growth (percent);1.0
Azerbaijan;2016;GDP real rates of growth (percent);-3.1
Azerbaijan;2017;GDP real rates of growth (percent);0.1
Bahamas;1985;GDP in current prices (millions of US dollars);2,880
Bahamas;1995;GDP in current prices (millions of US dollars);5,117
Bahamas;2005;GDP in current prices (millions of US dollars);9,836
Bahamas;2010;GDP in current prices (millions of US dollars);10,096
Bahamas;2015;GDP in current prices (millions of US dollars);11,240
Bahamas;2016;GDP in current prices (millions of US dollars);11,262
Bahamas;2017;GDP in current prices (millions of US dollars);11,792
Bahamas;1985;GDP per capita (US dollars);12,271
Bahamas;1995;GDP per capita (US dollars);18,264
Bahamas;2005;GDP per capita (US dollars);29,875
Bahamas;2010;GDP per capita (US dollars);27,979
Bahamas;2015;GDP per capita (US dollars);29,056
Bahamas;2016;GDP per capita (US dollars);28,786
Bahamas;2017;GDP per capita (US dollars);29,825
Bahamas;1985;GDP in constant 2010 prices (millions of US dollars);6,551
Bahamas;1995;GDP in constant 2010 prices (millions of US dollars);7,344
Bahamas;2005;GDP in constant 2010 prices (millions of US dollars);10,214
Bahamas;2010;GDP in constant 2010 prices (millions of US dollars);10,096
Bahamas;2015;GDP in constant 2010 prices (millions of US dollars);9,967
Bahamas;2016;GDP in constant 2010 prices (millions of US dollars);9,983
Bahamas;2017;GDP in constant 2010 prices (millions of US dollars);10,163
Bahamas;1985;GDP real rates of growth (percent);4.8
Bahamas;1995;GDP real rates of growth (percent);4.4
Bahamas;2005;GDP real rates of growth (percent);3.4
Bahamas;2010;GDP real rates of growth (percent);1.5
Bahamas;2015;GDP real rates of growth (percent);-3.1
Bahamas;2016;GDP real rates of growth (percent);0.2
Bahamas;2017;GDP real rates of growth (percent);1.8
Bahrain;1985;GDP in current prices (millions of US dollars);4,475
Bahrain;1995;GDP in current prices (millions of US dollars);6,787
Bahrain;2005;GDP in current prices (millions of US dollars);15,969
Bahrain;2010;GDP in current prices (millions of US dollars);25,713
Bahrain;2015;GDP in current prices (millions of US dollars);31,126
Bahrain;2016;GDP in current prices (millions of US dollars);32,228
Bahrain;2017;GDP in current prices (millions of US dollars);35,326
Bahrain;1985;GDP per capita (US dollars);10,669
Bahrain;1995;GDP per capita (US dollars);12,040
Bahrain;2005;GDP per capita (US dollars);17,959
Bahrain;2010;GDP per capita (US dollars);20,722
Bahrain;2015;GDP per capita (US dollars);22,689
Bahrain;2016;GDP per capita (US dollars);22,614
Bahrain;2017;GDP per capita (US dollars);23,668
Bahrain;1985;GDP in constant 2010 prices (millions of US dollars);7,940
Bahrain;1995;GDP in constant 2010 prices (millions of US dollars);12,142
Bahrain;2005;GDP in constant 2010 prices (millions of US dollars);19,620
Bahrain;2010;GDP in constant 2010 prices (millions of US dollars);25,713
Bahrain;2015;GDP in constant 2010 prices (millions of US dollars);30,781
Bahrain;2016;GDP in constant 2010 prices (millions of US dollars);31,843
Bahrain;2017;GDP in constant 2010 prices (millions of US dollars);33,039
Bahrain;1985;GDP real rates of growth (percent);-16.1
Bahrain;1995;GDP real rates of growth (percent);1.9
Bahrain;2005;GDP real rates of growth (percent);6.8
Bahrain;2010;GDP real rates of growth (percent);4.3
Bahrain;2015;GDP real rates of growth (percent);2.9
Bahrain;2016;GDP real rates of growth (percent);3.5
Bahrain;2017;GDP real rates of growth (percent);3.8
Bangladesh;1985;GDP in current prices (millions of US dollars);19,169
Bangladesh;1995;GDP in current prices (millions of US dollars);37,866
Bangladesh;2005;GDP in current prices (millions of US dollars);57,628
Bangladesh;2010;GDP in current prices (millions of US dollars);114,508
Bangladesh;2015;GDP in current prices (millions of US dollars);194,466
Bangladesh;2016;GDP in current prices (millions of US dollars);220,316
Bangladesh;2017;GDP in current prices (millions of US dollars);245,633
Bangladesh;1985;GDP per capita (US dollars);206
Bangladesh;1995;GDP per capita (US dollars);319
Bangladesh;2005;GDP per capita (US dollars);402
Bangladesh;2010;GDP per capita (US dollars);753
Bangladesh;2015;GDP per capita (US dollars);1,206
Bangladesh;2016;GDP per capita (US dollars);1,352
Bangladesh;2017;GDP per capita (US dollars);1,492
Bangladesh;1985;GDP in constant 2010 prices (millions of US dollars);33,762
Bangladesh;1995;GDP in constant 2010 prices (millions of US dollars);50,806
Bangladesh;2005;GDP in constant 2010 prices (millions of US dollars);85,320
Bangladesh;2010;GDP in constant 2010 prices (millions of US dollars);114,508
Bangladesh;2015;GDP in constant 2010 prices (millions of US dollars);155,582
Bangladesh;2016;GDP in constant 2010 prices (millions of US dollars);166,649
Bangladesh;2017;GDP in constant 2010 prices (millions of US dollars);178,788
Bangladesh;1985;GDP real rates of growth (percent);3.0
Bangladesh;1995;GDP real rates of growth (percent);4.9
Bangladesh;2005;GDP real rates of growth (percent);6.0
Bangladesh;2010;GDP real rates of growth (percent);5.6
Bangladesh;2015;GDP real rates of growth (percent);6.6
Bangladesh;2016;GDP real rates of growth (percent);7.1
Bangladesh;2017;GDP real rates of growth (percent);7.3
Barbados;1985;GDP in current prices (millions of US dollars);1,425
Barbados;1995;GDP in current prices (millions of US dollars);2,275
Barbados;2005;GDP in current prices (millions of US dollars);3,897
Barbados;2010;GDP in current prices (millions of US dollars);4,365
Barbados;2015;GDP in current prices (millions of US dollars);4,463
Barbados;2016;GDP in current prices (millions of US dollars);4,572
Barbados;2017;GDP in current prices (millions of US dollars);4,713
Barbados;1985;GDP per capita (US dollars);5,569
Barbados;1995;GDP per capita (US dollars);8,585
Barbados;2005;GDP per capita (US dollars);14,223
Barbados;2010;GDP per capita (US dollars);15,613
Barbados;2015;GDP per capita (US dollars);15,704
Barbados;2016;GDP per capita (US dollars);16,043
Barbados;2017;GDP per capita (US dollars);16,494
Barbados;1985;GDP in constant 2010 prices (millions of US dollars);3,197
Barbados;1995;GDP in constant 2010 prices (millions of US dollars);3,422
Barbados;2005;GDP in constant 2010 prices (millions of US dollars);4,209
Barbados;2010;GDP in constant 2010 prices (millions of US dollars);4,365
Barbados;2015;GDP in constant 2010 prices (millions of US dollars);4,448
Barbados;2016;GDP in constant 2010 prices (millions of US dollars);4,521
Barbados;2017;GDP in constant 2010 prices (millions of US dollars);4,561
Barbados;1985;GDP real rates of growth (percent);1.1
Barbados;1995;GDP real rates of growth (percent);2.0
Barbados;2005;GDP real rates of growth (percent);4.0
Barbados;2010;GDP real rates of growth (percent);0.3
Barbados;2015;GDP real rates of growth (percent);0.9
Barbados;2016;GDP real rates of growth (percent);1.6
Barbados;2017;GDP real rates of growth (percent);0.9
Belarus;1995;GDP in current prices (millions of US dollars);14,324
Belarus;2005;GDP in current prices (millions of US dollars);31,232
Belarus;2010;GDP in current prices (millions of US dollars);57,232
Belarus;2015;GDP in current prices (millions of US dollars);56,455
Belarus;2016;GDP in current prices (millions of US dollars);47,724
Belarus;2017;GDP in current prices (millions of US dollars);54,441
Belarus;1995;GDP per capita (US dollars);1,412
Belarus;2005;GDP per capita (US dollars);3,246
Belarus;2010;GDP per capita (US dollars);6,042
Belarus;2015;GDP per capita (US dollars);5,952
Belarus;2016;GDP per capita (US dollars);5,034
Belarus;2017;GDP per capita (US dollars);5,750
Belarus;1995;GDP in constant 2010 prices (millions of US dollars);20,655
Belarus;2005;GDP in constant 2010 prices (millions of US dollars);40,278
Belarus;2010;GDP in constant 2010 prices (millions of US dollars);57,232
Belarus;2015;GDP in constant 2010 prices (millions of US dollars);60,712
Belarus;2016;GDP in constant 2010 prices (millions of US dollars);59,216
Belarus;2017;GDP in constant 2010 prices (millions of US dollars);60,667
Belarus;1995;GDP real rates of growth (percent);-10.4
Belarus;2005;GDP real rates of growth (percent);9.4
Belarus;2010;GDP real rates of growth (percent);7.8
Belarus;2015;GDP real rates of growth (percent);-3.8
Belarus;2016;GDP real rates of growth (percent);-2.5
Belarus;2017;GDP real rates of growth (percent);2.4
Belgium;1985;GDP in current prices (millions of US dollars);86,728
Belgium;1995;GDP in current prices (millions of US dollars);289,571
Belgium;2005;GDP in current prices (millions of US dollars);387,356
Belgium;2010;GDP in current prices (millions of US dollars);483,548
Belgium;2015;GDP in current prices (millions of US dollars);455,838
