Country;Year;Series;Value
Albania;2019;Employment by industry: Services (%) Female;41.6700
Algeria;2005;Employment by industry: Agriculture (%) Male and Female;19.9600
Algeria;2005;Employment by industry: Industry (%) Male and Female;29.8400
Algeria;2005;Employment by industry: Services (%) Male and Female;50.2100
Algeria;2005;Employment by industry: Agriculture (%) Male;20.8000
Algeria;2005;Employment by industry: Industry (%) Male;28.9400
Algeria;2005;Employment by industry: Services (%) Male;50.2600
Algeria;2005;Employment by industry: Agriculture (%) Female;14.2100
Algeria;2005;Employment by industry: Industry (%) Female;35.9700
Algeria;2005;Employment by industry: Services (%) Female;49.8300
Algeria;2010;Employment by industry: Agriculture (%) Male and Female;16.5300
Algeria;2010;Employment by industry: Industry (%) Male and Female;39.4300
Algeria;2010;Employment by industry: Services (%) Male and Female;44.0400
Algeria;2010;Employment by industry: Agriculture (%) Male;17.9200
Algeria;2010;Employment by industry: Industry (%) Male;37.5000
Algeria;2010;Employment by industry: Services (%) Male;44.5800
Algeria;2010;Employment by industry: Agriculture (%) Female;8.7100
Algeria;2010;Employment by industry: Industry (%) Female;50.2800
Algeria;2010;Employment by industry: Services (%) Female;41.0100
Algeria;2015;Employment by industry: Agriculture (%) Male and Female;13.0800
Algeria;2015;Employment by industry: Industry (%) Male and Female;47.6000
Algeria;2015;Employment by industry: Services (%) Male and Female;39.3300
Algeria;2015;Employment by industry: Agriculture (%) Male;13.7600
Algeria;2015;Employment by industry: Industry (%) Male;45.9000
Algeria;2015;Employment by industry: Services (%) Male;40.3500
Algeria;2015;Employment by industry: Agriculture (%) Female;9.7500
Algeria;2015;Employment by industry: Industry (%) Female;55.8100
Algeria;2015;Employment by industry: Services (%) Female;34.4200
Algeria;2019;Employment by industry: Agriculture (%) Male and Female;12.6100
Algeria;2019;Employment by industry: Industry (%) Male and Female;46.6600
Algeria;2019;Employment by industry: Services (%) Male and Female;40.7300
Algeria;2019;Employment by industry: Agriculture (%) Male;13.3900
Algeria;2019;Employment by industry: Industry (%) Male;44.8100
Algeria;2019;Employment by industry: Services (%) Male;41.8100
Algeria;2019;Employment by industry: Agriculture (%) Female;8.7700
Algeria;2019;Employment by industry: Industry (%) Female;55.7500
Algeria;2019;Employment by industry: Services (%) Female;35.4600
American Samoa;2000;Employment by industry: Agriculture (%) Male and Female;3.1000
American Samoa;2000;Employment by industry: Industry (%) Male and Female;41.7000
American Samoa;2000;Employment by industry: Services (%) Male and Female;51.9000
American Samoa;2010;Employment by industry: Agriculture (%) Male and Female;3.0000
American Samoa;2010;Employment by industry: Industry (%) Male and Female;23.2000
American Samoa;2010;Employment by industry: Services (%) Male and Female;73.8000
Angola;2005;Employment by industry: Agriculture (%) Male and Female;37.5000
Angola;2005;Employment by industry: Industry (%) Male and Female;8.7600
Angola;2005;Employment by industry: Services (%) Male and Female;53.7400
Angola;2005;Employment by industry: Agriculture (%) Male;29.9700
Angola;2005;Employment by industry: Industry (%) Male;15.5800
Angola;2005;Employment by industry: Services (%) Male;54.4400
Angola;2005;Employment by industry: Agriculture (%) Female;45.4500
Angola;2005;Employment by industry: Industry (%) Female;1.5500
Angola;2005;Employment by industry: Services (%) Female;53.0100
Angola;2010;Employment by industry: Agriculture (%) Male and Female;47.2300
Angola;2010;Employment by industry: Industry (%) Male and Female;8.7500
Angola;2010;Employment by industry: Services (%) Male and Female;44.0200
Angola;2010;Employment by industry: Agriculture (%) Male;40.1500
Angola;2010;Employment by industry: Industry (%) Male;16.1600
Angola;2010;Employment by industry: Services (%) Male;43.6900
Angola;2010;Employment by industry: Agriculture (%) Female;54.4100
Angola;2010;Employment by industry: Industry (%) Female;1.2300
Angola;2010;Employment by industry: Services (%) Female;44.3600
Angola;2015;Employment by industry: Agriculture (%) Male and Female;48.9000
Angola;2015;Employment by industry: Industry (%) Male and Female;8.9300
Angola;2015;Employment by industry: Services (%) Male and Female;42.1800
Angola;2015;Employment by industry: Agriculture (%) Male;41.8300
Angola;2015;Employment by industry: Industry (%) Male;16.5700
Angola;2015;Employment by industry: Services (%) Male;41.6000
Angola;2015;Employment by industry: Agriculture (%) Female;55.9900
Angola;2015;Employment by industry: Industry (%) Female;1.2500
Angola;2015;Employment by industry: Services (%) Female;42.7500
Angola;2019;Employment by industry: Agriculture (%) Male and Female;50.0300
Angola;2019;Employment by industry: Industry (%) Male and Female;8.7200
Angola;2019;Employment by industry: Services (%) Male and Female;41.2500
Angola;2019;Employment by industry: Agriculture (%) Male;43.1200
Angola;2019;Employment by industry: Industry (%) Male;16.0800
Angola;2019;Employment by industry: Services (%) Male;40.8000
Angola;2019;Employment by industry: Agriculture (%) Female;57.0000
Angola;2019;Employment by industry: Industry (%) Female;1.3000
Angola;2019;Employment by industry: Services (%) Female;41.7000
Anguilla;2001;Employment by industry: Agriculture (%) Male and Female;2.9000
Anguilla;2001;Employment by industry: Industry (%) Male and Female;18.9000
Anguilla;2001;Employment by industry: Services (%) Male and Female;76.7000
Anguilla;2001;Employment by industry: Agriculture (%) Male;4.8000
Anguilla;2001;Employment by industry: Industry (%) Male;32.1000
Anguilla;2001;Employment by industry: Services (%) Male;61.7000
Anguilla;2001;Employment by industry: Agriculture (%) Female;0.7000
Anguilla;2001;Employment by industry: Industry (%) Female;3.7000
Anguilla;2001;Employment by industry: Services (%) Female;93.9000
Antigua and Barbuda;2005;Employment by industry: Agriculture (%) Male and Female;2.8000
Antigua and Barbuda;2005;Employment by industry: Industry (%) Male and Female;15.6000
Antigua and Barbuda;2005;Employment by industry: Services (%) Male and Female;81.6000
Antigua and Barbuda;2005;Employment by industry: Agriculture (%) Male;4.4000
Antigua and Barbuda;2005;Employment by industry: Industry (%) Male;26.1000
Antigua and Barbuda;2005;Employment by industry: Services (%) Male;69.5000
Antigua and Barbuda;2005;Employment by industry: Agriculture (%) Female;1.2000
Antigua and Barbuda;2005;Employment by industry: Industry (%) Female;5.0000
Antigua and Barbuda;2005;Employment by industry: Services (%) Female;93.8000
Antigua and Barbuda;2008;Employment by industry: Agriculture (%) Male and Female;2.8000
Antigua and Barbuda;2008;Employment by industry: Industry (%) Male and Female;15.6000
Antigua and Barbuda;2008;Employment by industry: Services (%) Male and Female;81.6000
Antigua and Barbuda;2008;Employment by industry: Agriculture (%) Male;4.4000
Antigua and Barbuda;2008;Employment by industry: Industry (%) Male;26.1000
Antigua and Barbuda;2008;Employment by industry: Services (%) Male;69.5000
Antigua and Barbuda;2008;Employment by industry: Agriculture (%) Female;1.2000
Antigua and Barbuda;2008;Employment by industry: Industry (%) Female;5.0000
Antigua and Barbuda;2008;Employment by industry: Services (%) Female;93.8000
Argentina;2005;Employment by industry: Agriculture (%) Male and Female;1.2800
Argentina;2005;Employment by industry: Industry (%) Male and Female;23.2600
Argentina;2005;Employment by industry: Services (%) Male and Female;75.4600
Argentina;2005;Employment by industry: Agriculture (%) Male;1.6600
Argentina;2005;Employment by industry: Industry (%) Male;31.7900
Argentina;2005;Employment by industry: Services (%) Male;66.5600
Argentina;2005;Employment by industry: Agriculture (%) Female;0.7200
Argentina;2005;Employment by industry: Industry (%) Female;10.6000
Argentina;2005;Employment by industry: Services (%) Female;88.6900
Argentina;2010;Employment by industry: Agriculture (%) Male and Female;1.2700
Argentina;2010;Employment by industry: Industry (%) Male and Female;23.3400
Argentina;2010;Employment by industry: Services (%) Male and Female;75.3900
Argentina;2010;Employment by industry: Agriculture (%) Male;1.8600
Argentina;2010;Employment by industry: Industry (%) Male;32.5600
Argentina;2010;Employment by industry: Services (%) Male;65.5700
Argentina;2010;Employment by industry: Agriculture (%) Female;0.3800
Argentina;2010;Employment by industry: Industry (%) Female;9.3100
Argentina;2010;Employment by industry: Services (%) Female;90.3100
Argentina;2015;Employment by industry: Agriculture (%) Male and Female;0.5200
Argentina;2015;Employment by industry: Industry (%) Male and Female;23.7500
Argentina;2015;Employment by industry: Services (%) Male and Female;75.7300
Argentina;2015;Employment by industry: Agriculture (%) Male;0.7700
Argentina;2015;Employment by industry: Industry (%) Male;34.3100
Argentina;2015;Employment by industry: Services (%) Male;64.9200
Argentina;2015;Employment by industry: Agriculture (%) Female;0.1500
Argentina;2015;Employment by industry: Industry (%) Female;8.0800
Argentina;2015;Employment by industry: Services (%) Female;91.7800
Argentina;2019;Employment by industry: Agriculture (%) Male and Female;0.5100
Argentina;2019;Employment by industry: Industry (%) Male and Female;23.0800
Argentina;2019;Employment by industry: Services (%) Male and Female;76.4100
Argentina;2019;Employment by industry: Agriculture (%) Male;0.7600
Argentina;2019;Employment by industry: Industry (%) Male;33.4400
Argentina;2019;Employment by industry: Services (%) Male;65.7900
Argentina;2019;Employment by industry: Agriculture (%) Female;0.1400
Argentina;2019;Employment by industry: Industry (%) Female;7.5000
Argentina;2019;Employment by industry: Services (%) Female;92.3600
Armenia;2005;Employment by industry: Agriculture (%) Male and Female;40.6200
Armenia;2005;Employment by industry: Industry (%) Male and Female;17.6800
Armenia;2005;Employment by industry: Services (%) Male and Female;41.7000
Armenia;2005;Employment by industry: Agriculture (%) Male;35.1700
Armenia;2005;Employment by industry: Industry (%) Male;25.2700
Armenia;2005;Employment by industry: Services (%) Male;39.5600
Armenia;2005;Employment by industry: Agriculture (%) Female;47.0600
Armenia;2005;Employment by industry: Industry (%) Female;8.7300
Armenia;2005;Employment by industry: Services (%) Female;44.2200
Armenia;2010;Employment by industry: Agriculture (%) Male and Female;38.6000
Armenia;2010;Employment by industry: Industry (%) Male and Female;17.4100
Armenia;2010;Employment by industry: Services (%) Male and Female;43.9900
Armenia;2010;Employment by industry: Agriculture (%) Male;31.6800
Armenia;2010;Employment by industry: Industry (%) Male;26.6500
Armenia;2010;Employment by industry: Services (%) Male;41.6700
Armenia;2010;Employment by industry: Agriculture (%) Female;47.2800
Armenia;2010;Employment by industry: Industry (%) Female;5.8100
Armenia;2010;Employment by industry: Services (%) Female;46.9000
Armenia;2015;Employment by industry: Agriculture (%) Male and Female;35.3300
Armenia;2015;Employment by industry: Industry (%) Male and Female;15.9100
Armenia;2015;Employment by industry: Services (%) Male and Female;48.7600
Armenia;2015;Employment by industry: Agriculture (%) Male;31.2500
Armenia;2015;Employment by industry: Industry (%) Male;23.1000
Armenia;2015;Employment by industry: Services (%) Male;45.6500
Armenia;2015;Employment by industry: Agriculture (%) Female;40.0900
Armenia;2015;Employment by industry: Industry (%) Female;7.5200
Armenia;2015;Employment by industry: Services (%) Female;52.3900
Armenia;2019;Employment by industry: Agriculture (%) Male and Female;32.6400
Armenia;2019;Employment by industry: Industry (%) Male and Female;16.1800
Armenia;2019;Employment by industry: Services (%) Male and Female;51.1800
Armenia;2019;Employment by industry: Agriculture (%) Male;28.8900
Armenia;2019;Employment by industry: Industry (%) Male;23.2000
Armenia;2019;Employment by industry: Services (%) Male;47.9100
Armenia;2019;Employment by industry: Agriculture (%) Female;37.1300
Armenia;2019;Employment by industry: Industry (%) Female;7.7700
Armenia;2019;Employment by industry: Services (%) Female;55.1000
Aruba;2000;Employment by industry: Agriculture (%) Male and Female;0.5000
Aruba;2000;Employment by industry: Industry (%) Male and Female;16.4000
Aruba;2000;Employment by industry: Services (%) Male and Female;82.3000
Aruba;2000;Employment by industry: Agriculture (%) Male;0.8000
Aruba;2000;Employment by industry: Industry (%) Male;26.7000
Aruba;2000;Employment by industry: Services (%) Male;71.6000
Aruba;2000;Employment by industry: Agriculture (%) Female;0.2000
Aruba;2000;Employment by industry: Industry (%) Female;4.5000
Aruba;2000;Employment by industry: Services (%) Female;94.7000
Aruba;2010;Employment by industry: Agriculture (%) Male and Female;0.6000
Aruba;2010;Employment by industry: Industry (%) Male and Female;14.5000
Aruba;2010;Employment by industry: Services (%) Male and Female;84.4000
Aruba;2010;Employment by industry: Agriculture (%) Male;1.0000
Aruba;2010;Employment by industry: Industry (%) Male;24.4000
Aruba;2010;Employment by industry: Services (%) Male;74.1000
Aruba;2010;Employment by industry: Agriculture (%) Female;0.3000
Aruba;2010;Employment by industry: Industry (%) Female;4.5000
Aruba;2010;Employment by industry: Services (%) Female;94.8000
Aruba;2011;Employment by industry: Agriculture (%) Male and Female;0.6000
Aruba;2011;Employment by industry: Industry (%) Male and Female;14.0000
Aruba;2011;Employment by industry: Services (%) Male and Female;85.1000
Aruba;2011;Employment by industry: Agriculture (%) Male;0.8000
Aruba;2011;Employment by industry: Industry (%) Male;24.4000
Aruba;2011;Employment by industry: Services (%) Male;74.4000
Aruba;2011;Employment by industry: Agriculture (%) Female;0.4000
Aruba;2011;Employment by industry: Industry (%) Female;3.3000
Aruba;2011;Employment by industry: Services (%) Female;96.1000
Australia;2005;Employment by industry: Agriculture (%) Male and Female;3.5800
Australia;2005;Employment by industry: Industry (%) Male and Female;21.1300
Australia;2005;Employment by industry: Services (%) Male and Female;75.2900
Australia;2005;Employment by industry: Agriculture (%) Male;4.4900
Australia;2005;Employment by industry: Industry (%) Male;30.6500
Australia;2005;Employment by industry: Services (%) Male;64.8700
Australia;2005;Employment by industry: Agriculture (%) Female;2.4500
Australia;2005;Employment by industry: Industry (%) Female;9.3100
Australia;2005;Employment by industry: Services (%) Female;88.2400
Australia;2010;Employment by industry: Agriculture (%) Male and Female;3.2300
Australia;2010;Employment by industry: Industry (%) Male and Female;20.9800
Australia;2010;Employment by industry: Services (%) Male and Female;75.7900
Australia;2010;Employment by industry: Agriculture (%) Male;4.0100
Australia;2010;Employment by industry: Industry (%) Male;31.1000
Australia;2010;Employment by industry: Services (%) Male;64.9000
Australia;2010;Employment by industry: Agriculture (%) Female;2.2800
Australia;2010;Employment by industry: Industry (%) Female;8.6100
Australia;2010;Employment by industry: Services (%) Female;89.1000
Australia;2015;Employment by industry: Agriculture (%) Male and Female;2.6400
Australia;2015;Employment by industry: Industry (%) Male and Female;19.4500
Australia;2015;Employment by industry: Services (%) Male and Female;77.9000
Australia;2015;Employment by industry: Agriculture (%) Male;3.3100
Australia;2015;Employment by industry: Industry (%) Male;29.4300
Australia;2015;Employment by industry: Services (%) Male;67.2500
Australia;2015;Employment by industry: Agriculture (%) Female;1.8600
Australia;2015;Employment by industry: Industry (%) Female;7.6700
Australia;2015;Employment by industry: Services (%) Female;90.4700
Australia;2019;Employment by industry: Agriculture (%) Male and Female;2.5000
Australia;2019;Employment by industry: Industry (%) Male and Female;18.7900
Australia;2019;Employment by industry: Services (%) Male and Female;78.7100
Australia;2019;Employment by industry: Agriculture (%) Male;3.3200
Australia;2019;Employment by industry: Industry (%) Male;28.5000
Australia;2019;Employment by industry: Services (%) Male;68.1800
Australia;2019;Employment by industry: Agriculture (%) Female;1.5500
Australia;2019;Employment by industry: Industry (%) Female;7.4900
Australia;2019;Employment by industry: Services (%) Female;90.9700
Austria;2005;Employment by industry: Agriculture (%) Male and Female;5.2700
Austria;2005;Employment by industry: Industry (%) Male and Female;27.5800
Austria;2005;Employment by industry: Services (%) Male and Female;67.1500
Austria;2005;Employment by industry: Agriculture (%) Male;5.2700
Austria;2005;Employment by industry: Industry (%) Male;39.6600
Austria;2005;Employment by industry: Services (%) Male;55.0800
Austria;2005;Employment by industry: Agriculture (%) Female;5.2900
Austria;2005;Employment by industry: Industry (%) Female;12.9000
Austria;2005;Employment by industry: Services (%) Female;81.8200
Austria;2010;Employment by industry: Agriculture (%) Male and Female;5.2100
Austria;2010;Employment by industry: Industry (%) Male and Female;24.9100
Austria;2010;Employment by industry: Services (%) Male and Female;69.8800
Austria;2010;Employment by industry: Agriculture (%) Male;5.4000
Austria;2010;Employment by industry: Industry (%) Male;36.4700
Austria;2010;Employment by industry: Services (%) Male;58.1300
Austria;2010;Employment by industry: Agriculture (%) Female;4.9900
Austria;2010;Employment by industry: Industry (%) Female;11.4700
Austria;2010;Employment by industry: Services (%) Female;83.5400
Austria;2015;Employment by industry: Agriculture (%) Male and Female;4.5300
Austria;2015;Employment by industry: Industry (%) Male and Female;25.7600
Austria;2015;Employment by industry: Services (%) Male and Female;69.7100
Austria;2015;Employment by industry: Agriculture (%) Male;4.8200
Austria;2015;Employment by industry: Industry (%) Male;37.7900
Austria;2015;Employment by industry: Services (%) Male;57.3900
Austria;2015;Employment by industry: Agriculture (%) Female;4.2100
Austria;2015;Employment by industry: Industry (%) Female;12.1400
Austria;2015;Employment by industry: Services (%) Female;83.6500
Austria;2019;Employment by industry: Agriculture (%) Male and Female;4.1600
Austria;2019;Employment by industry: Industry (%) Male and Female;25.3000
Austria;2019;Employment by industry: Services (%) Male and Female;70.5500
Austria;2019;Employment by industry: Agriculture (%) Male;4.5600
Austria;2019;Employment by industry: Industry (%) Male;37.4000
Austria;2019;Employment by industry: Services (%) Male;58.0400
Austria;2019;Employment by industry: Agriculture (%) Female;3.7100
Austria;2019;Employment by industry: Industry (%) Female;11.6700
Austria;2019;Employment by industry: Services (%) Female;84.6200
Azerbaijan;2005;Employment by industry: Agriculture (%) Male and Female;40.5200
Azerbaijan;2005;Employment by industry: Industry (%) Male and Female;12.5700
Azerbaijan;2005;Employment by industry: Services (%) Male and Female;46.9100
Azerbaijan;2005;Employment by industry: Agriculture (%) Male;36.5400
Azerbaijan;2005;Employment by industry: Industry (%) Male;20.1500
Azerbaijan;2005;Employment by industry: Services (%) Male;43.3200
Azerbaijan;2005;Employment by industry: Agriculture (%) Female;44.6300
Azerbaijan;2005;Employment by industry: Industry (%) Female;4.7500
Azerbaijan;2005;Employment by industry: Services (%) Female;50.6100
Azerbaijan;2010;Employment by industry: Agriculture (%) Male and Female;38.2300
Azerbaijan;2010;Employment by industry: Industry (%) Male and Female;13.7200
Azerbaijan;2010;Employment by industry: Services (%) Male and Female;48.0500
Azerbaijan;2010;Employment by industry: Agriculture (%) Male;32.2700
Azerbaijan;2010;Employment by industry: Industry (%) Male;20.9800
Azerbaijan;2010;Employment by industry: Services (%) Male;46.7500
Azerbaijan;2010;Employment by industry: Agriculture (%) Female;44.4300
Azerbaijan;2010;Employment by industry: Industry (%) Female;6.1600
Azerbaijan;2010;Employment by industry: Services (%) Female;49.4100
Azerbaijan;2015;Employment by industry: Agriculture (%) Male and Female;36.3600
Azerbaijan;2015;Employment by industry: Industry (%) Male and Female;14.0600
Azerbaijan;2015;Employment by industry: Services (%) Male and Female;49.5800
Azerbaijan;2015;Employment by industry: Agriculture (%) Male;30.9700
Azerbaijan;2015;Employment by industry: Industry (%) Male;21.8000
Azerbaijan;2015;Employment by industry: Services (%) Male;47.2300
Azerbaijan;2015;Employment by industry: Agriculture (%) Female;42.0600
Azerbaijan;2015;Employment by industry: Industry (%) Female;5.8700
Azerbaijan;2015;Employment by industry: Services (%) Female;52.0700
Azerbaijan;2019;Employment by industry: Agriculture (%) Male and Female;37.3400
Azerbaijan;2019;Employment by industry: Industry (%) Male and Female;13.8100
Azerbaijan;2019;Employment by industry: Services (%) Male and Female;48.8500
Azerbaijan;2019;Employment by industry: Agriculture (%) Male;31.4300
Azerbaijan;2019;Employment by industry: Industry (%) Male;21.3100
Azerbaijan;2019;Employment by industry: Services (%) Male;47.2600
Azerbaijan;2019;Employment by industry: Agriculture (%) Female;43.6200
Azerbaijan;2019;Employment by industry: Industry (%) Female;5.8200
Azerbaijan;2019;Employment by industry: Services (%) Female;50.5500
Bahamas;2005;Employment by industry: Agriculture (%) Male and Female;3.4900
Bahamas;2005;Employment by industry: Industry (%) Male and Female;17.8300
Bahamas;2005;Employment by industry: Services (%) Male and Female;78.6800
Bahamas;2005;Employment by industry: Agriculture (%) Male;6.3400
Bahamas;2005;Employment by industry: Industry (%) Male;29.3700
Bahamas;2005;Employment by industry: Services (%) Male;64.2900
Bahamas;2005;Employment by industry: Agriculture (%) Female;0.3400
Bahamas;2005;Employment by industry: Industry (%) Female;5.0600
Bahamas;2005;Employment by industry: Services (%) Female;94.6000
Bahamas;2010;Employment by industry: Agriculture (%) Male and Female;3.3300
Bahamas;2010;Employment by industry: Industry (%) Male and Female;14.6700
Bahamas;2010;Employment by industry: Services (%) Male and Female;82.0000
Bahamas;2010;Employment by industry: Agriculture (%) Male;5.4600
Bahamas;2010;Employment by industry: Industry (%) Male;24.6800
Bahamas;2010;Employment by industry: Services (%) Male;69.8600
Bahamas;2010;Employment by industry: Agriculture (%) Female;1.0100
Bahamas;2010;Employment by industry: Industry (%) Female;3.7800
Bahamas;2010;Employment by industry: Services (%) Female;95.2100
Bahamas;2015;Employment by industry: Agriculture (%) Male and Female;3.9100
Bahamas;2015;Employment by industry: Industry (%) Male and Female;12.1100
Bahamas;2015;Employment by industry: Services (%) Male and Female;83.9800
Bahamas;2015;Employment by industry: Agriculture (%) Male;5.7300
Bahamas;2015;Employment by industry: Industry (%) Male;19.5100
Bahamas;2015;Employment by industry: Services (%) Male;74.7600
Bahamas;2015;Employment by industry: Agriculture (%) Female;1.8700
Bahamas;2015;Employment by industry: Industry (%) Female;3.8600
Bahamas;2015;Employment by industry: Services (%) Female;94.2700
Bahamas;2019;Employment by industry: Agriculture (%) Male and Female;3.9700
Bahamas;2019;Employment by industry: Industry (%) Male and Female;11.7000
Bahamas;2019;Employment by industry: Services (%) Male and Female;84.3400
Bahamas;2019;Employment by industry: Agriculture (%) Male;5.8500
Bahamas;2019;Employment by industry: Industry (%) Male;18.8200
Bahamas;2019;Employment by industry: Services (%) Male;75.3300
Bahamas;2019;Employment by industry: Agriculture (%) Female;1.8600
Bahamas;2019;Employment by industry: Industry (%) Female;3.7500
Bahamas;2019;Employment by industry: Services (%) Female;94.3900
Bahrain;2005;Employment by industry: Agriculture (%) Male and Female;1.2900
Bahrain;2005;Employment by industry: Industry (%) Male and Female;30.7000
Bahrain;2005;Employment by industry: Services (%) Male and Female;68.0200
Bahrain;2005;Employment by industry: Agriculture (%) Male;1.5400
Bahrain;2005;Employment by industry: Industry (%) Male;35.1500
Bahrain;2005;Employment by industry: Services (%) Male;63.3100
Bahrain;2005;Employment by industry: Agriculture (%) Female;0.0900
Bahrain;2005;Employment by industry: Industry (%) Female;9.3600
Bahrain;2005;Employment by industry: Services (%) Female;90.5600
Bahrain;2010;Employment by industry: Agriculture (%) Male and Female;1.0900
Bahrain;2010;Employment by industry: Industry (%) Male and Female;35.7200
Bahrain;2010;Employment by industry: Services (%) Male and Female;63.1900
Bahrain;2010;Employment by industry: Agriculture (%) Male;1.3600
Bahrain;2010;Employment by industry: Industry (%) Male;42.6100
Bahrain;2010;Employment by industry: Services (%) Male;56.0400
Bahrain;2010;Employment by industry: Agriculture (%) Female;0.0500
Bahrain;2010;Employment by industry: Industry (%) Female;9.0500
Bahrain;2010;Employment by industry: Services (%) Female;90.9000
Bahrain;2015;Employment by industry: Agriculture (%) Male and Female;0.9400
Bahrain;2015;Employment by industry: Industry (%) Male and Female;35.3700
Bahrain;2015;Employment by industry: Services (%) Male and Female;63.6900
Bahrain;2015;Employment by industry: Agriculture (%) Male;1.1800
Bahrain;2015;Employment by industry: Industry (%) Male;42.3900
Bahrain;2015;Employment by industry: Services (%) Male;56.4300
Bahrain;2015;Employment by industry: Agriculture (%) Female;0.0400
Bahrain;2015;Employment by industry: Industry (%) Female;9.2100
Bahrain;2015;Employment by industry: Services (%) Female;90.7500
Bahrain;2019;Employment by industry: Agriculture (%) Male and Female;1.0600
Bahrain;2019;Employment by industry: Industry (%) Male and Female;36.0800
Bahrain;2019;Employment by industry: Services (%) Male and Female;62.8600
Bahrain;2019;Employment by industry: Agriculture (%) Male;1.3000
Bahrain;2019;Employment by industry: Industry (%) Male;42.4900
